Issuer_Name,Issuer_Location,Issuer_Sector,Interest_Rate,Credit_Rating,Credit_Rating_Numeric,ESG_Score,Market_Demand,Inflation_Rate,Government_Support,Project_Risk,Liquidity,Currency_Risk,Issuer_Reputation,Bond_Price
SANTANDER INTERNATIONAL PRODUCTS PLC,Ireland,Financials - Banking,1.5347957265098877,AA,2,81.49103272173538,141.509845449003,0.7728063497391234,6.582837834261573,3.1659634841264674,4.992115035332667,3.56124445922007,74.56338142450004,106.81527574457976
SAO MARTINHO SA,Brazil,Corporate - Energy,1.4589711681128748,BB,5,70.16053165919114,65.63621416448751,3.269671240955686,2.6380607494635755,6.7719072367265545,3.369647878468298,1.8794197739783691,65.17421042757803,92.84917445155
SARANA MULTI INFRASTRUKTUR PERSERO PT,Indonesia,Financials - Commercial Finance,0.6401033729803012,B,6,87.6198941151894,125.1798163586933,2.5678379636775115,0.12069935300617951,4.840389402278484,2.958133627513597,4.638661398915019,77.95306438826259,97.35476999963365
SATO OYJ,Finland,Financials - Real estate,3.432500714191483,A,3,76.56470091754659,106.82686162687683,0.8813078413122212,5.189373642647569,9.782694859989881,0.6702807903752273,0.47228525634359586,83.47492882753473,100.5926591522045
SAUDI ELECTRICITY GLOBAL SUKUK CO 5,Cayman Islands,Corporate - Utilities,2.1583685467569254,A,3,83.87190356141473,77.46658697879055,1.570169507926719,6.05759489358972,8.741037960662108,8.957191747480014,1.8540209877242375,51.33465792934271,98.54058137068905
SAUDI ELECTRICITY SUKUK PROGRAMME CO,Saudi Arabia,Corporate - Utilities,4.389612124278367,A,3,71.42289519243977,97.44349141471741,2.277448981704789,9.628704940018096,3.5907077904315123,6.918185861250508,3.5447706171421096,73.29358644538377,103.4729019624015
SBAB BANK AB,Sweden,Financials - Banking,2.629444580112007,BB,5,86.57482320215695,83.37765970697978,3.006715115271946,5.894708030932469,0.454865414722746,1.2161815681964938,1.1299338283074623,52.88416422917719,98.86853792805317
SCANDINAVIAN BIOGAS FUELS INTERNATIONAL AB,Sweden,Corporate - Utilities,4.856870425616248,BBB,4,91.22357588022746,107.93134027884608,0.6309827861390256,4.711725593781418,8.456263001150187,0.6504595773714061,3.2820656711483647,59.320270703405555,99.78026332913453
SCANIA CV AB (PUBL),Sweden,Corporate - Industrials,1.3348648206640452,AA,2,57.32181283014081,138.9000610814666,1.2098993944100265,5.7340162589770385,9.112343103146713,9.74872533431243,0.8210847911367297,78.02543670389866,104.4269205212797
SCATEC ASA,Norway,Corporate - Utilities,4.4088042558002485,A,3,91.6464857787114,106.93049844122021,3.16924697088614,9.27900629862027,8.206273934190367,6.811725504395048,0.2799014243084319,93.30944576327903,104.62203631008046
SCE RECOVERY FUNDING LLC,United States,Corporate - Utilities,3.994685837562838,B,6,77.01482658951537,113.17224183265841,0.5274966505514495,8.283781456016463,1.2794994091976486,4.174560710937415,0.6050785837432443,94.14028395942424,104.88656560368864
SCOTTISH HYDRO ELECTRIC TRANSMISSION PLC,United Kingdom,Corporate - Utilities,3.969148300898234,B,6,92.23329545451122,101.87478471147094,1.104197308381662,3.22978733363808,9.979151344122878,7.017310407557849,4.649923915670674,53.49720050693156,96.81449498004642
SCSK CORP,Japan,Corporate - Technology,4.301524526525995,A,3,71.56508531705073,55.11655064454759,3.377072527918898,2.372543636571373,2.5858422155277383,7.563317864801591,2.7587544146977567,70.95525431433533,95.25270896592792
SEAH STEEL CORP,Korea,Corporate - Materials,3.924607959243495,A,3,68.95202426915175,73.28585568760943,2.3402055395665133,2.626336123660736,7.242049128083701,7.799622023887793,3.981728877398245,79.15032415022756,95.92954931943312
SEASPAN CORP,China (Hong Kong),Corporate - Industrials,3.3179914473413694,AA,2,95.75303662586111,99.20017294320827,1.2850140999125195,5.04421039715213,9.080348763357215,4.778773056530577,1.663272504525256,57.35349522751717,100.84348941688486
SEGI ASTANA SDN BHD,Malaysia,Financials - Real estate,1.0906019495707442,A,3,62.55846337742007,81.02352837447047,0.7009732831875428,7.4404945122857775,2.356871143307094,4.29882758124848,2.9632932394272333,88.27161083723858,101.04265407364315
SEGRO CAPITAL SARL,Luxembourg,Financials - Real estate,0.6463678077106336,AA,2,92.21061626430716,68.17635977611943,0.5845740213416665,5.032192071829621,9.08258554677066,0.1102808426890034,2.474760668524958,87.21176292186195,97.77227030219268
SEIBU HOLDINGS INC,Japan,Corporate - Consumer Discretionary,4.643815315170591,B,6,74.2010286254702,100.41328419184383,1.2342352389107818,0.6779639582811259,3.09481579194867,9.26557115141838,4.72868979701147,95.16705068533973,98.02747484609944
SEIKO EPSON CORP,Japan,Corporate - Technology,3.2749264153433213,A,3,75.70477212756299,82.28097934478504,3.1444574587667313,7.235807004399809,9.764132223840562,6.03307878388943,3.737873180270552,50.42430060417215,97.53856180519847
SEKISUI HOUSE REIT INC,Japan,Financials - Real estate,4.084417809392793,BB,5,65.4234140744742,75.81076431734147,1.7477409628925284,8.059701286709538,2.812600203804746,2.0315393718996813,3.6527131574828955,60.834212199450135,98.36306526966138
SELP FINANCE SARL,Luxembourg,Financials - Real estate,2.666850581806475,BB,5,78.65211003095078,96.39854174403808,2.661000107497979,2.8949786511971967,9.534358247578352,9.196034194214366,0.23176634717139766,91.35933571226609,97.87950474855576
SEMBCORP INDUSTRIES LTD,Singapore,Financials - Financial services,1.0278868503307752,B,6,66.26055981381057,63.32842580821732,3.2548551061398734,6.641257392833504,0.535446508926749,9.149319017702965,2.7483483450184556,83.52900254134677,97.3292090399274
SENKO GROUP HOLDINGS CO LTD,Japan,Corporate - Industrials,1.063336064911477,AA,2,51.96347071208262,142.77457330754072,1.7241213848084498,4.265919010543934,7.09272011669813,9.891841643660959,2.3349572695090743,94.71949268492455,104.14387597430766
SERBIA (THE REPUBLIC OF),Serbia,SSA - Sovereigns,3.5850437925303713,BB,5,63.5999302672178,136.7702097919239,1.073832113112191,8.891193557274429,5.321111338370037,8.740565631389789,4.639211333030973,52.858982726513325,104.3247172234686
SFIL SA,France,SSA - Quasi-sovereigns,2.436376527047582,AA,2,50.31895217032953,120.76205857405353,2.0513537925707586,8.452255581607398,4.778770771227307,9.977843878200648,1.2867099409476612,79.84819828582215,105.18087731124103
SGC ENERGY CO LTD,Korea,Corporate - Utilities,1.4023612701515153,BB,5,98.91773935284283,60.62138275884562,3.2242510611795634,5.254319983096423,2.2349431425584,2.446861881232726,1.3491672664554715,78.45232874468371,97.05884141270195
SGSP AUSTRALIA ASSETS PTY LTD,Australia,Corporate - Utilities,2.712175460336466,BB,5,98.28736049098737,127.5877254469693,2.9131232424131017,6.915055458135945,7.0559578977649196,8.422495851992341,2.056731244407502,51.783720818026616,102.92199491795523
SHAANXI YUSHEN ENERGY DEVELOPMENT & CONSTRUCTION GROUP CO LTD,China (mainland),Corporate - Industrials,0.7889402168381034,AA,2,69.75776487361526,130.79573281090188,0.6974895300894614,8.83349701022104,1.908094914463071,8.230283087957645,1.2168485670318803,75.67610384562417,108.0655142828634
SHANDONG DEVELOPMENT INVESTMENT HOLDING GROUP CO LTD,China (mainland),Financials - Financial services,3.1188713086147946,BBB,4,86.4185427169823,126.77646177143377,2.5777184002327456,4.957170100782755,5.528417959847682,2.3094035922073375,0.6459195890437475,80.47601556549621,102.69072159352484
SHANGHAI COMMERCIAL & SAVINGS BANK LTD/THE,Taiwan,Financials - Banking,1.7104703199579396,BB,5,67.29030492052125,61.39658871192412,2.2156925673768613,3.1325074048882193,2.5324536304025083,0.9843754900099078,4.287074233254004,59.56465871010536,93.31917811530674
SHANGHAI PUDONG DEVELOPMENT BANK CO LTD,China (mainland),Financials - Banking,4.089015952867347,A,3,83.5546578542988,114.39079570677647,3.2223895290392766,7.536661379095813,9.55621379781356,9.794205136775997,2.7913826220195794,63.666479156233144,102.34237808584245
SHANGHAI PUDONG DEVELOPMENT BANK CO LTD/LONDON,China (mainland),Financials - Banking,1.896628815156082,B,6,90.27150215229895,133.43247957493986,0.8674442505508917,2.2006625478469175,0.28631193835652824,2.9602455152061036,4.306813594782834,82.01736731488685,102.02759254325883
SHANGYU DISTRICT SHAOXING MUNICIPAL WATER GROUP CO LTD,China (mainland),Corporate - Utilities,2.548490670868105,BBB,4,97.33781223461204,107.73534012196677,2.1021083396139697,3.8853114800604205,1.9972828011123656,8.70891790467806,4.15567382701848,73.41504737999792,101.91200274205231
SHANHAI HONG KONG INTERNATIONAL INVESTMENTS LTD,China (Hong Kong),Corporate - Industrials,0.5522924295864529,AA,2,70.0106137924836,114.6407375228089,3.1383880805356767,8.657272371067936,2.423106063874477,0.041271546746038945,1.4102117739483555,92.90068287841635,104.43895088934248
SHANXI CONSTRUCTION INVESTMENT GROUP CO LTD,China (mainland),Corporate - Industrials,0.826010995075515,BBB,4,89.16489914780239,95.83634794263062,1.730071360225229,7.244223402693151,4.140678257678164,0.21024807219602204,2.73868722162137,67.11908830045942,100.6197407399356
SHENERGY CO LTD,China (mainland),Corporate - Utilities,2.266221003830082,AAA,1,63.29642253160594,102.87073198840525,1.9459847531986012,4.038110052474993,2.327302418700535,4.658713086963684,0.41608851370035227,63.33298291941006,101.74899093712153
SHENYANG METRO CO LTD,China (mainland),Corporate - Consumer Discretionary,2.659724756227056,AAA,1,99.51661518968243,53.43768583517252,0.7113820330008749,2.147445024083574,4.913490902687853,2.3871468393506357,4.576259420153792,99.24329701724213,97.33364605749037
SHENZHEN ENERGY GROUP CO LTD,China (mainland),Corporate - Utilities,3.2000924665368666,BB,5,51.288479938217556,113.89630219732845,1.3344309213467325,3.5596839083223655,8.72465523258539,6.898412834359643,2.0213135753257654,95.55678850650418,98.90238330105963
SHENZHEN METRO GROUP CO LTD,China (mainland),Corporate - Consumer Discretionary,1.8124816041918645,BB,5,80.17644032505605,58.14472128911592,1.473519947506842,2.84104149227433,7.120634214091708,5.655643255679543,1.968380919445107,51.44963724994899,93.4189332704163
SHIKOKU ELECTRIC POWER COMPANY INCORPORATION,Japan,Corporate - Utilities,3.6274184875694413,A,3,82.97529908256635,93.50145943402234,3.3353673462346607,1.7608928794385392,5.79961980535111,0.7748579745049144,1.513776853089766,88.5364307653283,97.63621939427044
SHIMAO GROUP HOLDINGS LTD,China (Hong Kong),Financials - Real estate,4.370550787351421,B,6,84.40227785370644,79.26550976674079,1.348002081623477,7.4333291356565665,0.8900317798267965,1.6262829631571707,2.3033187235535193,55.516738691260144,99.46500478202644
SHIMIZU CORP,Japan,Corporate - Industrials,4.009329450020074,BBB,4,56.01937893945445,104.54279502117132,1.882606205808956,2.5206988685017153,6.939921083892756,3.880492700584143,1.2587969327272401,51.37425974146855,97.04876464618607
SHINHAN BANK CO LTD,Korea,Financials - Banking,0.6782847140676072,AAA,1,96.92648917365652,63.34163355232071,2.5139132706928393,4.541674701677638,1.6641428431093985,1.8560406395543316,1.8742613639840227,63.684775798317446,98.92748010977604
SHINHAN CARD CO LTD,Korea,Financials - Consumer Finance,2.66228126266023,BB,5,59.059163952504136,119.16434019733182,0.9865501172236322,3.8585944683610904,7.86367385961698,7.922223472439286,3.9997352429244093,63.46729395305522,98.95624120802157
SHINSEGAE INC,Korea,Corporate - Consumer Discretionary,0.9721858028817869,B,6,81.13767016199205,129.50115369284703,1.9593271614256236,9.820773786356309,2.500567585101532,4.1607023555328,4.171277517925859,90.96593811734823,105.0480927150683
SHIZUOKA PREFECTURE,Japan,SSA - Quasi-sovereigns,1.5892025713813736,BBB,4,61.133803956154246,66.33544497431565,2.7156171184277227,3.9109224414822052,4.170487283209009,0.9343186684249927,1.5209123881425808,85.53336229714176,95.2716841925795
SHUI ON DEVELOPMENT HOLDING LTD,Cayman Islands,Financials - Real estate,4.939981669702159,BB,5,65.36082085106355,60.43130873518822,3.100565639081198,0.799824827967548,3.504702023179279,4.843429022721248,2.3450721527639393,99.0804713666007,93.77483819046367
SHUIFA GROUP CO LTD,China (mainland),Corporate - Industrials,1.1412299430568096,BB,5,77.32292708640622,64.55154827873591,2.37877782398728,0.8982575257208403,8.588139146748567,0.9083818106141417,4.369098881400261,85.57564501559092,91.47159056136056
SHUIFA INTERNATIONAL HOLDINGS BVI CO LTD,China (mainland),Corporate - Industrials,2.744996690531102,AAA,1,70.85967092822882,137.71275618985015,2.5071605459508435,5.907537213530648,1.2654445871340814,1.2893730541981718,0.26336665914848567,70.9127776628024,106.28306243620924
SIBS AB,Sweden,Financials - Real estate,3.281700804431536,AAA,1,58.01128004882531,102.81892617563562,0.8788504177537069,5.993635517382656,5.656448823847886,2.3960983202820527,4.445724809978927,84.94638304726084,101.65466999051185
SICHUAN PROVINCE AIRPORT GROUP CO LTD,China (mainland),Corporate - Industrials,3.6610923674484677,BB,5,58.546820121042416,96.72609960075026,3.3373294917390415,4.18758990482655,1.4206160944306223,8.595277052474898,1.0959217282616585,99.9729533593201,100.03857245323472
"SID - SLOVENSKA IZVOZNA IN RAZVOJNA BANKA, D.D., LJUBLJANA",Slovenia,SSA - Quasi-sovereigns,3.0184190756911136,AA,2,70.90723940813999,60.671181910235426,0.8977222324534471,4.318436923120297,7.047958361321866,9.24612532332972,3.392696221071879,85.5070941281264,97.6328870873949
SIEMENS ENERGY FINANCE B.V.,Netherlands,Corporate - Industrials,0.5439688133863265,BB,5,87.86414891377504,114.95560067569618,2.824018811545395,0.5393258284087121,9.050781277944811,8.26257729332069,2.9127584819230012,88.08406779901591,97.41830986152846
SIGNA DEVELOPMENT FINANCE S.C.S.,Luxembourg,Financials - Real estate,1.9690758870979634,B,6,94.89823234238943,136.799959189509,1.2944489653349565,5.165465103892623,4.346076538672534,3.3407721741784724,2.7647037409462607,96.91825075951297,103.80837772299758
SILK BIDCO AS,Norway,Corporate - Consumer Discretionary,2.8297023952312013,BB,5,54.20638311296914,132.81858693234528,3.300779431103755,5.047394753803517,4.8809226026497585,2.7244644110883165,4.296801123764107,55.68256306558417,99.4786474373834
SINAR KAMIRI SDN BHD,Malaysia,Corporate - Utilities,0.8953992461517501,A,3,69.65519537797005,112.60547089808013,2.6598786181084386,1.4954931855694453,9.274228364827623,5.491556907902392,0.5078607182233064,85.23921467238634,98.30459507131047
SINDICATUM RENEWABLE ENERGY CO PTE LTD,Singapore,Corporate - Energy,2.0778211904413135,A,3,55.01227818614383,57.52787166516736,2.761441138935107,1.0383938611092758,5.209913886493571,7.2185316053311235,1.7351401266281803,92.54029789837244,93.91033741321263
SINGAPORE GOVERNMENT BOND,Singapore,SSA - Sovereigns,0.6494139895611495,A,3,50.82962403162989,61.2397027176013,1.1571775191796498,1.235724905994905,4.875984380495609,9.933727881601747,2.691263731723828,97.71893001104465,95.12625884748925
SINO-OCEAN LAND TREASURE IV LTD,Virgin Islands,Financials - Real estate,0.8536032371975933,AA,2,83.08593413219782,54.93089871098247,1.8291199299054823,1.0102824649125852,5.783291027043042,1.3157071187892622,4.056444269730199,60.54846448558497,93.1782388366394
SK BATTERY AMERICA INC,United States,Corporate - Energy,2.2861547429071822,AA,2,80.12247209832938,75.74792164924693,2.3534395837678592,6.097081955367598,6.8922973636295195,0.49291999023804434,1.0822154170583576,75.1964503862122,98.69498949505552
SK BROADBAND CO LTD,Korea,Corporate - Communications,1.0972208931937715,BB,5,58.15095569074431,63.56614671603778,2.809920854619803,1.9648265240291862,1.0688337508703138,6.94355888995271,4.014649206871381,84.02774238222409,94.18298872323629
SK D&D CO LTD,Korea,Financials - Real estate,3.0539338171770116,A,3,61.690641654653206,76.00480402524339,0.8118781277371687,2.5143015218746347,8.211105277415161,8.322257835039055,1.9981924124696788,62.37338647506687,96.09932721723705
SK ENERGY CO LTD,Korea,Corporate - Energy,3.6025923611176958,AA,2,51.18538768222592,88.50580557189616,3.387095949363585,1.7357214415143973,4.3550502745325925,8.463487798664232,0.944569282168477,80.02364316251371,97.78314095303926
SK ENGINEERING & CONSTRUCTION CO LTD,Korea,Corporate - Industrials,4.102640145990873,AAA,1,91.74736028472019,144.29827840711357,3.170662011663668,9.57835304448503,0.7234850989748554,6.784635490771606,3.7949322022174132,62.87893912489997,109.85288496217858
SK GLOBAL CHEMICAL CO LTD,Korea,Corporate - Materials,1.4006760991016454,BB,5,98.73452980242757,111.03760597816921,1.3110457714867532,8.546174631518355,7.861826691982131,9.540158041191871,0.4544945073727391,66.67285102658236,103.71958824598104
SK HOLDINGS CO LTD,Korea,Corporate - Energy,1.253671620165814,B,6,56.77297683973454,133.49737856829623,2.968280729096996,2.3049483735152085,3.769499716862721,5.110047635445869,2.5738368703772148,72.07593482554326,98.91461369517486
SK HYNIX INC.,Korea,Corporate - Technology,0.9705552815048011,BBB,4,61.573760688264905,121.03515007123322,2.0549717691194704,3.27566293922126,1.0036749509505394,9.138147983362124,0.31937891930944207,76.45950493732835,102.29621903228437
SK RENT A CAR CO LTD,Korea,Corporate - Consumer Discretionary,3.363936122946365,BB,5,93.4204761973467,61.250313052663174,1.885419444686056,2.098928423049972,6.337790395432505,9.67812136991523,1.782089275788938,72.46829358125753,95.42763893861331
SK SILTRON CO LTD,Korea,Corporate - Technology,3.679140769191055,BBB,4,96.32318989780924,123.59204063739489,1.4433023174342163,4.918759594608238,8.801313534336417,8.471574570031077,3.005383995031963,74.65977598939645,102.62241294243421
SKANDINAVISKA ENSKILDA BANKEN,Sweden,Financials - Banking,0.6421376517153892,A,3,70.98136914034052,77.50988815591245,2.2429057598947773,0.19610532474253595,8.877535094139864,3.097585632586206,2.7805777074360654,64.92943781441463,93.13548317608114
SKUE SPAREBANK,Norway,Financials - Banking,4.712955108096605,BBB,4,52.53112361345371,113.91078469947064,2.689667353110793,6.713680088967957,9.576634748089731,1.9621565117029527,2.0232770895233325,57.94825470113153,98.94468815687682
SKYGREEN BUILDINGS KFT,Hungary,Financials - Real estate,0.7338707764316259,A,3,51.96959168464097,84.09619736429886,1.7327987148882746,5.231581498176416,8.67705459766688,5.4812006498181844,2.1452399698605786,52.367498866341975,96.35891667094594
SLOVENSKA SPORITEL'NA A.S.,Slovakia,Financials - Banking,2.935833508854817,AAA,1,78.69749330345053,149.7672263264659,2.3876575790248764,8.986389283011032,0.02140919345475223,4.530147503801885,1.1338477667538327,59.798936124583385,110.0
SMAAKRAFT AS,Norway,Corporate - Utilities,3.6907723375291237,BBB,4,69.64475544465895,76.35514794967779,2.597938763465911,1.6439268432841414,3.8024116641339023,8.77758342192733,2.2794129421205147,79.09718207528915,96.48689658831408
SMURFIT KAPPA TREASURY ULC,Iran,Corporate - Materials,4.419361056857385,BB,5,51.43262137888273,77.91304707742697,2.6333654510458575,8.041092460611317,8.18542579905503,1.0003167106715372,4.766274278604171,89.30577239015662,96.36606331704411
SNAM SPA,Italy,Corporate - Utilities,3.7133911945959253,A,3,79.16261961562785,143.06722555623983,0.6558982943935407,7.919610144667157,3.662530059984742,2.577400613115186,4.252264588918952,58.46237987214472,106.26726067853
SNB FUNDING LTD,Cayman Islands,Financials - Financial services,4.107776373814064,BB,5,50.565126829451124,52.464440463632265,3.079243417055201,1.2718118921688693,6.015485063797062,7.5179894451870855,0.726164345381719,55.427767888632424,91.26484563029271
SNCF RESEAU,France,Corporate - Industrials,2.0275258664426272,AA,2,89.36859790746365,119.66889878731969,1.874759944295144,3.985592241441276,6.063169473745321,0.9498664497731213,0.14890393660460466,87.4645180274625,102.92007202693057
SOCIEDAD DE TRANSMISION AUSTRAL SA,Chile,Corporate - Utilities,4.166713011859305,A,3,65.32164113516858,122.53263907358782,1.2872482450886433,1.701526411445169,3.6502530403882307,3.2076441402170017,4.667621563583153,65.25791652686448,99.9967069678595
SOCIEDAD QUIMICA Y MINERA DE CHILE S.A.,Chile,Corporate - Materials,0.8605168087310382,BBB,4,52.012900150461604,133.63785774103994,1.2252935224390447,2.5472050045754893,9.044739272812876,3.8715539405398314,2.633748749403738,97.57497196136762,99.77356383505555
SOCIEDADE BIOELÃ‰TRICA DO MONDEGO,Portugal,Corporate - Industrials,4.526674952272375,A,3,79.41761104915767,147.44393106384751,1.9490423385318514,2.6324617483054435,5.032283453861176,6.225937965626899,2.6891891157465384,85.71589853051864,104.35272158011111
SOCIETE DU GRAND PARIS EPIC,France,SSA - Agencies,2.964165692691813,BB,5,69.88422072165274,147.56019191566526,3.1604946184068776,5.562363940257727,4.647842059375008,1.5813264571936458,3.9035899785326116,66.33780236215154,102.23989088711855
SOCIETE FONCIERE LYONNAISE,France,Financials - Real estate,4.177839964831222,AAA,1,98.69002066785748,56.52767575664639,1.6350427450479408,4.114109317604655,9.97513745661896,8.606044903497095,1.5734448693566327,64.47713738968525,97.66152623003597
SOCIETE GENERALE,France,Financials - Banking,2.535432280332351,A,3,77.2099331251851,132.18393227529026,2.74917724035063,9.477328040063053,4.935003640726166,4.475422354662743,2.4095378441800106,76.18491931356544,105.88943028532898
SOCIETE GENERALE SA/TAIPEI,France,Financials - Banking,3.3960996283843623,BBB,4,63.76195905185041,114.63099336573814,0.7904561929616558,1.2637014194700513,1.7839825192858105,9.170217118805565,4.843314565733688,53.95723341391047,99.5296232120948
SOCIETE GENERALE SFH SA,France,Financials - Consumer Finance,2.8688119742125093,AA,2,85.47194323169873,114.73421343730912,1.9281701064531853,9.736921348501987,5.130694228634381,4.678699136339316,3.3607434346620355,55.88382563226495,104.99255236211742
SOCIETE NATIONALE SNCF,France,SSA - Agencies,3.7921528478989934,B,6,63.57460012713557,62.83499266146948,3.4750584211782067,2.3063864021426395,8.140167355199301,2.750402589407334,0.7687251599789297,58.79289406580963,91.31756525313006
SOCIETE WALLONNE DES EAUX SCRL,Belgium,Corporate - Utilities,0.8673349191376531,AAA,1,95.21216457037826,115.01871664456533,2.811313408377011,7.728739363818531,7.768603268982814,1.4182882868767488,0.6661337399217665,88.73617966522801,104.50145455134378
SOGN OG FJORDANE ENERGI AS,Norway,Corporate - Utilities,0.7715843779575371,AA,2,68.73609852536882,148.24825806012478,1.1315854653218391,3.389699261728214,7.88581765108471,0.03745094711284813,1.021323791665027,75.69286796345612,103.10771330122586
S-OIL CORPORATION,Korea,Corporate - Energy,1.611964553045659,A,3,77.49342813881026,141.1818569539447,2.004324421093732,1.430813954173139,7.080237839979118,5.321574849848356,3.8335583721035875,50.528356138722145,100.40450478822277
SOLAR APPLIED MATERIALS TECHNOLOGY CORP,Taiwan,Corporate - Materials,1.2179510605093475,BB,5,52.52865519121144,93.91306608048505,1.2008742909456998,8.5788918524624,2.5421782906668824,1.0715669692692342,1.4768850192030802,83.67582637360545,100.7047739991824
SOLAR UNITED NETWORK PTE LTD,Singapore,Corporate - Utilities,4.423026049664907,BB,5,71.30606189761154,53.99479732860944,1.7286827817875277,3.088608992364632,8.620840858402314,3.9172776363117823,0.10694423337539893,71.18450893302486,93.39937442445799
SOLARPACK SURIA SUNGAI PETANI SDN BHD,Malaysia,Corporate - Energy,1.4864629431111993,BBB,4,91.61817698304975,86.22934900002048,2.8402520712048944,6.588554042268422,8.93443465376265,5.892717612370867,4.720871817528309,75.5426182481899,98.2419480886434
SOLFACIL SECURITIZADORA DE CREDITOS FINANCE,Brazil,Financials - Financial services,4.891393651186091,BB,5,90.2824402681671,132.63903116005554,2.813674445871211,5.664436850866266,1.9415269661854906,2.756858969027003,0.8485670819745533,60.70581217064678,103.88824130868355
SOLIS,Italy,Corporate - Energy,2.0160310629699807,AAA,1,61.215927942676316,120.1499101465166,1.1843011337071554,4.717563093908743,1.3045563655139392,1.7522429236611525,0.04779093074034291,77.58911141970518,104.33300448553673
SOLIS BOND CO DAC,Ireland,Corporate - Utilities,1.3195306205991468,BB,5,61.303953550528135,95.93436555939564,3.2666699544645805,4.958194726485391,9.75604968589112,7.747216226093416,1.185658011916615,98.95766198757443,97.53248186467195
SOLO SOLE,Italy,Corporate - Energy,4.053643282141156,BBB,4,90.86526561066184,55.51015351588311,2.2777045482944804,7.322379140922876,8.683239636503679,9.467911722816206,1.1751439355906683,53.672234550288074,97.32026907788135
SONOCO PRODUCTS CO,United States,Corporate - Materials,3.4641849897539423,B,6,96.51992100846627,92.68947278233026,1.6397728728860437,0.8777291412344057,8.932361472099467,1.00440417861966,2.1100262542286154,64.19586998322153,94.77748406595443
"SONY BANK, INC",Japan,Financials - Banking,2.7418807240391256,A,3,54.768046063650175,96.90249397178835,2.005806742342582,6.681806619579051,8.863763846243952,1.5559032438500786,4.601949157500184,62.14987964304149,97.75722373121536
SOSILA LOGISTICS REIT INC,Japan,Financials - Real estate,2.9991359792193406,A,3,72.50293197131126,142.8555532894136,2.315213760313231,8.958121013985787,5.416868240337283,9.600126572527186,4.39592458889549,62.42746553755898,106.32993219643635
SOTETSU HOLDINGS INC,Japan,Corporate - Consumer Discretionary,3.736408002225187,BB,5,66.87271394821144,114.10861035821594,2.1796715955373562,0.5778819701986415,6.4640173666579965,0.37784221812246277,2.28447277491214,68.93531787826886,96.3496875091223
SOUTH CENTRAL CONNECTICUT REGIONAL WATER AUTHORITY,United States,Corporate - Utilities,1.5280463359908443,AA,2,93.53442277287198,81.16529166546489,1.9592151066085346,1.4065333923366674,5.453628521336417,9.776323365504723,2.0544995249590325,90.90548923720837,99.10104433040463
SOUTH COAST BRITISH COLUMBIA TRANSPORTATION AUTHORITY,Canada,SSA - Quasi-sovereigns,4.9835026222553385,A,3,54.176245734000936,102.53182644507214,2.0147984122682003,7.166319367020314,0.5120634919032907,0.04644483084988771,2.7750454323742564,95.64293449821938,102.62520413734174
SOUTH EASTERN POWER NETWORKS PLC,United Kingdom,Corporate - Utilities,4.886569229660524,B,6,60.55629712790187,56.60553078221601,1.0292357312836584,4.372816482446176,7.4550308535277265,8.736686556513312,1.2172700598588286,60.11075437294866,94.1862784333147
SOUTHERN CALIFORNIA GAS COMPANY,United States,Corporate - Utilities,3.426465588561216,BB,5,87.62341687932471,147.25682356497367,2.938198712914038,4.035486208136883,5.053320333358803,3.0732518098774952,0.2609249598318142,77.14749689740563,103.57651052057972
SOUTHERN POWER CO,United States,Corporate - Utilities,1.3979410291811531,BBB,4,52.56469244906078,86.00599019307259,2.125280959823046,1.3696663454423585,6.477090747902298,9.385888581772965,4.696120680856033,81.84494860827402,95.06991269741906
SOUTHWESTERN ELECTRIC POWER CO,United States,Corporate - Utilities,3.561027090940811,B,6,74.62676903571446,97.78673549131358,0.8932395851141093,5.067700407177881,5.026398049755353,3.1694528863558546,0.9334949243858637,76.09137371819224,99.29088866131346
SOUTHWESTERN PUBLIC SERVICE CO,United States,Corporate - Utilities,0.8248928404062913,BB,5,72.105351733986,85.52839742369227,2.798471304748334,1.2654531119637724,4.91811322322456,6.54306321534056,0.992003646228582,71.70381970984597,95.48450076256049
SOWITEC GROUP GMBH,Germany,Corporate - Energy,0.6379362599261273,B,6,66.72005894943743,118.25117301162001,3.2973319351320525,4.766204563105404,1.7178910947776682,0.8003256976593665,2.362301644269738,59.59877529296189,98.87149375159197
SPAIN (THE KINGDOM OF),Spain,SSA - Sovereigns,1.6595729983004617,A,3,69.72861576594619,116.2232158329593,3.3419206977108864,7.636152989616567,2.7871371514114895,2.42329811453739,2.4580667242016534,74.41096795996192,102.85856153363554
SPARBANKEN SKANE AB,Sweden,Financials - Banking,2.5818033053269236,BBB,4,76.49702934651165,121.53223105291356,1.6070531972335182,2.582643578871635,1.588526919439558,7.736793464792507,0.09217104850370972,70.06074138556644,102.51880422992701
SPARBANKEN VASTRA MALARDALEN,Sweden,Financials - Banking,4.407226274337712,BB,5,58.06836791941916,76.81432296119209,0.9065506206822621,4.807861681797273,1.9566629562534243,5.286858536788197,0.7397736938698535,89.77816812511348,98.91561463108795
SPAREBANK 1 BOLIGKREDITT AS,Norway,Financials - Banking,3.772260813948386,AAA,1,78.59979391417964,81.56684811640659,2.0551988798991956,9.920159693968357,9.729773804203049,9.279690617870447,1.8907740928037087,88.18021795814977,103.10205626664685
